1,A#:maj,F
1,A#:maj,E
1,A#:maj,F
1,A#:maj,F
1,A#:maj,F
1,A#:maj,F
2,C:maj,E
2,C:maj,E
2,C:maj,E
2,C:maj,E
2,C:maj,E
2,C:maj,E
2,C:maj,E
2,C:maj,F
3,D:min,E
3,D:min,D
3,D:min,D
4,D:min,D
4,D:min,D
4,D:min,E
5,A#:maj,F
5,A#:maj,E
5,A#:maj,F
5,A#:maj,F
5,A#:maj,F
5,A#:maj,F
6,C:maj,E
6,C:maj,E
6,C:maj,E
6,C:maj,E
6,C:maj,E
6,C:maj,E
6,C:maj,E
6,C:maj,F
7,D:min,E
7,D:min,D
7,D:min,D
8,D:min,D
8,D:min,D
8,D:min,D
9,A#:maj,F
9,A#:maj,G
9,A#:maj,F
9,A#:maj,G
9,A#:maj,G
9,A#:maj,G
9,A#:maj,G
10,C:maj,G
10,C:maj,F
10,C:maj,F
10,C:maj,D
10,C:maj,D
10,C:maj,D
11,D:min,F
11,D:min,G
11,D:min,F
11,D:min,G
11,D:min,G
11,D:min,G
11,D:min,G
12,D:min,G
12,D:min,F
12,D:min,F
12,D:min,D
12,D:min,D
12,D:min,E
