1,A:min,G
1,A:min,A
1,A:min,A
2,D:maj,G
2,D:maj,A
2,D:maj,A
2,D:maj,G
2,D:maj,A
3,G:maj,A
3,G:maj,G
3,G:maj,A
3,G:maj,A
4,G:maj,G
4,G:maj,A
4,G:maj,A
4,G:maj,D
5,A:min,B
5,A:min,C
5,A:min,B
6,D:maj,B
6,D:maj,B
6,D:maj,A
6,D:maj,G
6,D:maj,A
7,G:maj,A
7,G:maj,F#
7,G:maj,D
8,E:min,D
8,E:min,D
9,A:min,A
9,A:min,A
9,A:min,A
9,A:min,C
9,A:min,A
10,D:maj,B
10,D:maj,B
10,D:maj,A
10,D:maj,G
10,D:maj,A
11,G:maj,A
11,G:maj,A
11,G:maj,F#
11,G:maj,G
11,G:maj,D
12,E:min,D
13,A:min,B
13,A:min,C
13,A:min,C
13,A:min,C
13,A:min,C
14,D:maj,B
14,D:maj,A
14,D:maj,A
14,D:maj,A
14,D:maj,G
14,D:maj,A
15,G:maj,A
15,G:maj,B
15,G:maj,B
15,G:maj,A
15,G:maj,A
16,E:min,A
16,E:min,B
16,E:min,C
17,A:min,B
17,A:min,C
17,A:min,C
17,A:min,C
17,A:min,C
17,A:min,B
18,D:maj,B
18,D:maj,A
18,D:maj,A
18,D:maj,A
18,D:maj,A
18,D:maj,G
18,D:maj,A
19,G:maj,A
19,G:maj,B
19,G:maj,B
19,G:maj,G
20,E:min,G
20,E:min,G
20,E:min,E
20,E:min,E
20,E:min,G
21,A:min,G
21,A:min,E
21,A:min,E
21,A:min,F#
21,A:min,E
22,D:maj,F#
22,D:maj,D
22,D:maj,B
23,G:maj,B
23,G:maj,D
23,G:maj,D
23,G:maj,D
23,G:maj,G
24,E:min,G
24,E:min,E
24,E:min,G
25,A:min,G
25,A:min,G
25,A:min,G
25,A:min,E
25,A:min,G
25,A:min,A
26,D:maj,A
26,D:maj,A
26,D:maj,G
27,G:maj,A
27,G:maj,B
27,G:maj,B
28,G:maj,G
28,G:maj,G
28,G:maj,G
28,G:maj,G
28,G:maj,A
28,G:maj,B
29,A:min,G
29,A:min,F#
30,D:maj,F#
30,D:maj,F#
30,D:maj,F#
30,D:maj,F#
30,D:maj,F#
30,D:maj,G
30,D:maj,A
30,D:maj,F#
31,G:maj,F#
31,G:maj,G
32,E:min,G
32,E:min,G
32,E:min,G
32,E:min,G
32,E:min,G
32,E:min,A
32,E:min,B
32,E:min,E
33,A:min,C
33,A:min,F
33,A:min,E
33,A:min,D
34,D:maj,D
34,D:maj,D
34,D:maj,B
34,D:maj,B
34,D:maj,A
35,G:maj,A
35,G:maj,B
35,G:maj,B
36,E:min,G
36,E:min,G
36,E:min,G
36,E:min,G
36,E:min,A
36,E:min,B
37,A:min,G
37,A:min,F#
38,D:maj,F#
38,D:maj,F#
38,D:maj,F#
38,D:maj,F#
38,D:maj,F#
38,D:maj,G
38,D:maj,A
38,D:maj,F#
39,G:maj,F
39,G:maj,G
40,E:min,G
40,E:min,G
40,E:min,G
40,E:min,G
40,E:min,G
40,E:min,A
40,E:min,B
40,E:min,E
41,A:min,E
41,A:min,F
41,A:min,E
41,A:min,D
42,D:maj,D
42,D:maj,D
42,D:maj,B
42,D:maj,B
42,D:maj,A
43,G:maj,A
43,G:maj,B
43,G:maj,B
43,G:maj,G
44,E:min,G
44,E:min,G
44,E:min,D
