1,D:maj,F#
1,D:maj,A
2,A:maj,A
3,G:maj,D
3,G:maj,C#
3,G:maj,D
3,G:maj,D
3,G:maj,F#
3,G:maj,F#
4,D:maj,F#
5,G:maj,B
5,G:maj,D
6,D:maj,D
7,E:maj,E
7,E:maj,D
7,E:maj,E
7,E:maj,E
7,E:maj,F#
7,E:maj,E
8,A:maj,E
9,D:maj,F#
9,D:maj,A
10,A:maj,A
11,G:maj,D
11,G:maj,C#
11,G:maj,D
11,G:maj,D
11,G:maj,F#
11,G:maj,F#
12,D:maj,F#
12,D:maj,F#
12,D:maj,E
13,G:maj,D
13,G:maj,B
13,G:maj,D
13,G:maj,D
14,A:maj,B
14,A:maj,E
14,A:maj,F#
14,A:maj,E
14,A:maj,D
15,D:maj,D
16,D:maj,F#
16,D:maj,A
17,A:maj,A
17,A:maj,C#
18,G:maj,D
18,G:maj,C#
18,G:maj,D
18,G:maj,D
18,G:maj,F#
18,G:maj,F#
19,D:maj,F#
20,G:maj,B
20,G:maj,D
21,D:maj,D
21,D:maj,D
22,E:maj,E
22,E:maj,D
22,E:maj,E
22,E:maj,E
22,E:maj,F#
22,E:maj,E
23,A:maj,E
24,D:maj,F#
24,D:maj,A
25,A:maj,A
26,G:maj,D
26,G:maj,C#
26,G:maj,D
26,G:maj,D
26,G:maj,F#
26,G:maj,F#
27,D:maj,F#
27,D:maj,F#
27,D:maj,E
28,G:maj,D
29,A:maj,B
29,A:maj,E
29,A:maj,F#
29,A:maj,E
29,A:maj,D
30,D:maj,D
31,A:maj,F#
31,A:maj,G
32,D:maj,A
32,D:maj,A
32,D:maj,A
32,D:maj,B
32,D:maj,A
33,A:maj,A
34,A:min,A
34,A:min,G
34,A:min,F#
34,A:min,E
35,A:maj,E
35,A:maj,D#
35,A:maj,D
36,B:maj,D
36,B:maj,E
36,B:maj,F#
37,E:min,G
37,E:min,G
37,E:min,G
37,E:min,A
37,E:min,G
38,E:min,G
38,E:min,F#
38,E:min,E
38,E:min,F#
39,G:maj,G
39,G:maj,F#
39,G:maj,E
39,G:maj,E
40,A:maj,E
41,F#:maj,F#
42,A#:maj,E
43,B:min,D
43,B:min,C#
43,B:min,D
43,B:min,D
43,B:min,B
43,B:min,A
44,F#:maj,A
44,F#:maj,F#
44,F#:maj,E
45,G:maj,D
46,A:maj,E
46,A:maj,F#
47,D:maj,F#
47,D:maj,E
47,D:maj,F#
48,E:min,G
48,E:min,F#
48,E:min,E
48,E:min,E
48,E:min,D
49,A:maj,F#
49,A:maj,E
49,A:maj,D
50,D:maj,D
