1,F:maj,C
1,F:maj,C
1,F:maj,C
1,F:maj,C
1,F:maj,F
1,F:maj,F
1,F:maj,E
1,F:maj,F
2,A#:maj,D
3,G:min,D
3,G:min,D
4,G:maj,D
4,G:maj,G
4,G:maj,F
5,C:maj,E
6,F:maj,A
6,F:maj,A
6,F:maj,A
6,F:maj,A
6,F:maj,A
6,F:maj,A
6,F:maj,G
6,F:maj,A
7,A#:maj,A#
8,C:maj,C
8,C:maj,C
8,C:maj,A#
8,C:maj,A
8,C:maj,G
9,F:maj,F
10,F:maj,A
10,F:maj,C
10,F:maj,F
10,F:maj,F
11,A#:maj,F
11,A#:maj,F
11,A#:maj,E
11,A#:maj,D
11,A#:maj,D
12,G:min,A#
12,G:min,A#
12,G:min,D
13,G:maj,D
14,C:maj,G
15,F:maj,A
15,F:maj,A#
15,F:maj,C
16,F:maj,A#
16,F:maj,A
16,F:maj,A#
16,F:maj,C
17,A#:maj,D
18,C:maj,C
18,C:maj,C
18,C:maj,C
18,C:maj,A
18,C:maj,G
19,F:maj,F
